Latitude(deg),Longitude(deg),CPR,DOP,SLI_Row,SLI_Col
-87.572367,86.051612,1.053625,0.113107,36655,103
-87.572357,86.052050,1.022656,0.113528,36656,103
-87.572320,86.053798,1.037016,0.094561,36660,103
-87.572311,86.054235,1.096149,0.103494,36661,103
-87.572301,86.054672,1.187961,0.128651,36662,103
-87.389125,82.343824,1.062169,0.102361,36669,445
-87.389110,82.344126,1.083404,0.119237,36670,445
-87.389096,82.344428,1.051959,0.120988,36671,445
-87.554313,85.728600,1.007149,0.104935,36778,146
-87.554301,85.728972,1.070925,0.117182,36779,146
-87.554289,85.729343,1.063197,0.105796,36780,146
-87.554277,85.729715,1.069421,0.096051,36781,146
-87.554265,85.730087,1.079998,0.093818,36782,146
-87.554253,85.730458,1.059657,0.096570,36783,146
-87.556744,85.799107,1.095647,0.127738,36804,139
-87.556731,85.799463,1.090966,0.128870,36805,139
-87.574964,86.300356,1.136297,0.128758,36949,89
-87.574956,86.300829,1.100995,0.112796,36950,89
-87.574949,86.301303,1.040594,0.093947,36951,89
-87.574941,86.301776,1.040834,0.109928,36952,89
-87.574795,86.304959,1.029138,0.128950,36962,89
-87.377818,82.305147,1.091640,0.113459,36965,457
-87.377798,82.305345,1.089987,0.126452,36966,457
-87.377191,82.392549,1.095886,0.126392,37141,453
-87.377165,82.392631,1.084354,0.125972,37142,453
-87.567632,86.264379,1.159449,0.125080,37149,100
-87.567616,86.264681,1.094424,0.104573,37150,100
-87.567601,86.264984,1.076987,0.106160,37151,100
-87.567231,86.256633,1.192435,0.100992,37151,101
-87.567586,86.265286,1.039463,0.121462,37152,100
-87.567216,86.256938,1.126222,0.089123,37152,101
-87.567200,86.257243,1.109274,0.089347,37153,101
-87.567185,86.257548,1.089354,0.088757,37154,101
-87.567170,86.257853,1.057231,0.125612,37155,101
-87.564893,86.209104,1.063152,0.095763,37159,107
-87.565248,86.217751,1.051156,0.105377,37160,106
-87.565233,86.218070,1.009721,0.118198,37161,106
-87.565161,86.219666,1.026213,0.125411,37166,106
-87.564792,86.211358,1.001607,0.108612,37166,107
-87.564778,86.211680,1.031351,0.119240,37167,107
-87.564720,86.212968,1.051298,0.103945,37171,107
-87.564706,86.213290,1.127694,0.113548,37172,107
-87.564338,86.204998,1.073959,0.113963,37172,108
-87.564324,86.205323,1.124853,0.127080,37173,108
-87.359550,82.100986,1.008920,0.127169,37191,477
-87.562775,86.230475,1.051030,0.114302,37266,109
-87.562763,86.230845,1.032746,0.110970,37267,109
-87.562750,86.231215,1.025830,0.103649,37268,109
-87.562738,86.231585,1.022939,0.095748,37269,109
-87.585025,86.758045,1.102299,0.122206,37296,48
-87.585014,86.758437,1.092395,0.093339,37297,48
-87.584645,86.749896,1.031637,0.101096,37297,49
-87.585002,86.758828,1.148034,0.113130,37298,48
-87.584634,86.750288,1.116205,0.118760,37298,49
-87.371754,82.402451,1.011874,0.127127,37335,451
-87.555666,86.244382,1.104052,0.129819,37536,119
-87.555657,86.244805,1.110542,0.119591,37537,119
-87.464580,84.333955,1.022088,0.125837,37586,288
-87.464563,84.334218,1.027497,0.086821,37587,288
-87.464547,84.334481,1.017793,0.069376,37588,288
-87.464530,84.334744,1.018100,0.073374,37589,288
-87.464513,84.335006,1.001478,0.075010,37590,288
-87.464497,84.335269,1.010246,0.075846,37591,288
-87.464480,84.335532,1.080970,0.102259,37592,288
-87.571308,86.667958,1.117390,0.129927,37641,75
-87.571298,86.668395,1.097283,0.128980,37642,75
-87.382878,82.782154,1.159646,0.107982,37643,425
-87.382866,82.782508,1.050924,0.086120,37644,425
-87.571270,86.669704,1.083264,0.129277,37645,75
-87.356164,82.456557,1.032780,0.128938,37935,466
-87.585942,87.293211,1.290357,0.127292,38074,22
-87.585930,87.293593,1.275603,0.122000,38075,22
-87.466788,86.307532,1.078553,0.120936,40737,218
-87.466774,86.307841,1.119248,0.096089,40738,218
-87.466759,86.308151,1.158218,0.099826,40739,218
-87.466745,86.308460,1.195151,0.116611,40740,218
-87.430045,85.752639,1.012395,0.119484,41112,268
-87.429451,85.741898,1.086599,0.102873,41115,269
-87.429979,85.753684,1.008207,0.101566,41116,268
-87.429435,85.742170,1.125268,0.090295,41116,269
-87.429419,85.742442,1.087078,0.083867,41117,269
-87.410851,85.471035,1.025818,0.128673,41307,295
-87.410836,85.471338,1.044116,0.107650,41308,295
-87.410808,85.471944,1.013676,0.078111,41310,295
-87.410793,85.472246,1.100241,0.109298,41311,295
-87.453078,86.835518,1.069416,0.105231,42066,204
-87.453064,86.835831,1.019801,0.061335,42067,204
-87.351037,84.887274,1.026110,0.016545,42364,374
-87.351023,84.887588,1.024124,0.019433,42365,374
-87.351010,84.887902,1.020994,0.016285,42366,374
-87.350996,84.888216,1.051312,0.030130,42367,374
-87.350983,84.888530,1.127629,0.070518,42368,374
-87.351541,84.900144,1.029160,0.078253,42369,373
-87.350969,84.888844,1.189361,0.101699,42369,374
-87.351528,84.900456,1.053034,0.102548,42370,373
-87.350956,84.889158,1.226122,0.123628,42370,374
-87.351514,84.900769,1.121966,0.126770,42371,373
-87.348908,84.946891,1.006912,0.090854,42539,374
-87.348896,84.947229,1.081790,0.125656,42540,374
-87.303984,85.757875,1.007326,0.070500,45479,381
-87.303969,85.758154,1.017797,0.072810,45480,381
-87.304519,85.769781,1.007578,0.070344,45481,380
-87.303954,85.758433,1.033454,0.071115,45481,381
-87.304459,85.770897,1.028647,0.079009,45485,380
-87.304444,85.771176,1.031087,0.094330,45486,380
-87.305135,85.940516,1.113397,0.125830,45754,372
-87.301878,86.165396,1.004360,0.121209,46253,371
-87.301864,86.165695,1.050908,0.127419,46254,371
-87.301822,86.166592,1.031100,0.123950,46257,371
-87.301808,86.166891,1.027056,0.115772,46258,371
-87.301794,86.167190,1.052444,0.117778,46259,371
-87.301780,86.167489,1.070717,0.107797,46260,371
-87.307548,86.284707,1.042300,0.072623,46261,363
-87.301766,86.167788,1.074979,0.104693,46261,371
-87.307534,86.285001,1.074092,0.085664,46262,363
-87.301752,86.168087,1.084603,0.113045,46262,371
-87.307520,86.285296,1.003255,0.100392,46263,363
-87.301739,86.168386,1.122847,0.119559,46263,371
-87.291900,86.119712,1.053950,0.102438,46522,379
-87.291874,86.119748,1.060466,0.082231,46523,379
-87.291847,86.119783,1.065883,0.072212,46524,379
-87.291168,86.106044,1.026498,0.087108,46524,380
-87.291820,86.119819,1.023710,0.056766,46525,379
-87.291686,86.119997,1.023934,0.026091,46530,379
-87.292330,86.133595,1.046915,0.053183,46531,378
-87.291659,86.120033,1.127305,0.061162,46531,379
-87.292302,86.133605,1.110645,0.071670,46532,378
-87.291633,86.120069,1.224725,0.102439,46532,379
-87.292274,86.133615,1.138926,0.082845,46533,378
-87.291606,86.120104,1.261951,0.117630,46533,379
-87.292246,86.133626,1.133101,0.077949,46534,378
-87.291579,86.120140,1.269723,0.120962,46534,379
-87.292218,86.133636,1.125766,0.077460,46535,378
-87.291552,86.120176,1.267434,0.120676,46535,379
-87.292190,86.133646,1.077818,0.064805,46536,378
-87.291526,86.120211,1.220294,0.101978,46536,379
-87.292162,86.133657,1.068492,0.051759,46537,378
-87.291499,86.120247,1.208296,0.096145,46537,379
-87.292133,86.133667,1.157791,0.085318,46538,378
-87.292105,86.133677,1.171086,0.090903,46539,378
-87.292077,86.133688,1.132338,0.062068,46540,378
-87.291418,86.120354,1.221305,0.107385,46540,379
-87.292049,86.133698,1.147588,0.075532,46541,378
-87.291392,86.120390,1.163122,0.100902,46541,379
-87.292021,86.133709,1.120029,0.104857,46542,378
-87.291365,86.120425,1.068100,0.090878,46542,379
-87.291937,86.133740,1.235862,0.127885,46545,378
-87.294071,86.203402,1.017004,0.118794,46591,372
-87.377982,89.172339,1.071787,0.122652,48491,177
-87.377976,89.172824,1.123746,0.115585,48492,177
-87.377957,89.174279,1.078735,0.127691,48495,177
-87.378670,89.316828,1.055453,0.088493,48694,175
-87.378655,89.317094,1.161937,0.113428,48695,175
-87.378639,89.317361,1.154042,0.116621,48696,175
-87.372253,89.323948,1.001608,0.124174,48941,175
-87.372204,89.324692,1.047747,0.082329,48944,175
-87.372187,89.324939,1.089046,0.076039,48945,175
-87.372171,89.325187,1.114654,0.089961,48946,175
-87.372730,89.338926,1.073830,0.126310,48947,174
-87.372154,89.325435,1.099290,0.099798,48947,175
-87.372713,89.339175,1.028921,0.129609,48948,174
-87.372137,89.325683,1.069079,0.123990,48948,175
-87.329885,89.286768,1.012468,0.129056,50441,211
-87.329859,89.287412,1.136396,0.126423,50443,211
-87.329728,89.290630,1.082732,0.097244,50453,211
-87.329715,89.290952,1.036914,0.083087,50454,211
-87.329702,89.291274,1.024398,0.085817,50455,211
-87.329688,89.291596,1.010371,0.075669,50456,211
-87.329664,89.292276,1.029900,0.082405,50458,211
-87.329652,89.292618,1.079830,0.087271,50459,211
-87.329639,89.292960,1.102145,0.089215,50460,211
-87.329627,89.293302,1.085189,0.093548,50461,211
-87.329615,89.293643,1.037765,0.102558,50462,211
-87.284508,88.322539,1.057610,0.104496,50518,292
-87.284445,88.323567,1.006593,0.045929,50522,292
-87.284429,88.323836,1.010869,0.047780,50523,292
-87.284414,88.324105,1.030048,0.054262,50524,292
-87.284399,88.324374,1.007753,0.078404,50525,292
-87.284383,88.324643,1.038886,0.126998,50526,292
-87.245101,87.581148,1.115331,0.125351,50685,360
-87.245090,87.581510,1.108155,0.103028,50686,360
-87.245079,87.581872,1.107345,0.090074,50687,360
-87.245069,87.582233,1.109989,0.079142,50688,360
-87.245058,87.582595,1.108294,0.081914,50689,360
-87.245047,87.582957,1.108280,0.085020,50690,360
-87.245036,87.583319,1.139972,0.095952,50691,360
-87.245026,87.583681,1.165570,0.120210,50692,360
-87.318452,89.196051,1.071771,0.115590,50713,227
-87.316685,89.316578,1.066692,0.124225,50973,223
-87.316670,89.316864,1.052197,0.117850,50974,223
-87.244215,87.745760,1.006455,0.122436,50997,353
-87.244143,87.748355,1.034123,0.063931,51004,353
-87.244134,87.748764,1.078124,0.072069,51005,353
-87.244126,87.749173,1.199169,0.107185,51006,353
-87.244109,87.749990,1.208232,0.127224,51008,353
-87.244092,87.750808,1.183314,0.128396,51010,353
-87.244000,87.755305,1.013459,0.110521,51021,353
-87.243448,87.743653,1.027681,0.071383,51021,354
-87.243440,87.744067,1.027246,0.077535,51022,354
-87.242420,87.779455,1.021493,0.129300,51119,354
-87.241763,87.770857,1.001432,0.124981,51128,355
-87.241736,87.771463,1.054007,0.045353,51130,355
-87.241722,87.771766,1.146491,0.124686,51131,355
-87.241682,87.772675,1.281686,0.125753,51134,355
-87.239921,87.873027,1.011530,0.126995,51368,351
-87.239361,87.861776,1.048062,0.109632,51369,352
-87.239804,87.875245,1.019425,0.100405,51376,351
-87.239789,87.875522,1.080171,0.097413,51377,351
-87.239245,87.864012,1.006328,0.080954,51377,352
-87.239775,87.875800,1.099554,0.090831,51378,351
-87.239230,87.864291,1.024846,0.079586,51378,352
-87.239760,87.876077,1.105529,0.087100,51379,351
-87.239215,87.864571,1.026653,0.079154,51379,352
-87.239745,87.876354,1.115716,0.092503,51380,351
-87.239201,87.864850,1.023684,0.078579,51380,352
-87.239731,87.876631,1.122016,0.097603,51381,351
-87.239186,87.865129,1.042204,0.088269,51381,352
-87.240260,87.888408,1.000956,0.102185,51382,350
-87.239716,87.876908,1.137504,0.097309,51382,351
-87.239172,87.865409,1.101861,0.104352,51382,352
-87.240245,87.888683,1.072695,0.078669,51383,350
-87.239701,87.877186,1.135252,0.098010,51383,351
-87.239157,87.865688,1.107358,0.099226,51383,352
-87.240231,87.888958,1.119981,0.064569,51384,350
-87.239686,87.877463,1.099411,0.079334,51384,351
-87.239142,87.865968,1.047441,0.072176,51384,352
-87.240216,87.889240,1.132406,0.080132,51385,350
-87.239672,87.877746,1.133930,0.079482,51385,351
-87.239128,87.866252,1.068077,0.067288,51385,352
-87.240202,87.889523,1.220140,0.109519,51386,350
-87.239658,87.878030,1.250955,0.111727,51386,351
-87.239114,87.866537,1.149130,0.099403,51386,352
-87.240144,87.890652,1.198724,0.110695,51390,350
-87.240130,87.890935,1.134369,0.086131,51391,350
-87.239586,87.879448,1.155870,0.114973,51391,351
-87.239042,87.867961,1.005196,0.128992,51391,352
-87.240115,87.891217,1.107413,0.090953,51392,350
-87.239572,87.879731,1.097805,0.107187,51392,351
-87.240101,87.891500,1.085062,0.121081,51393,350
-87.239557,87.880015,1.072062,0.103051,51393,351
-87.239543,87.880298,1.066981,0.096781,51394,351
-87.239528,87.880582,1.071906,0.094269,51395,351
-87.239514,87.880865,1.092406,0.087259,51396,351
-87.239500,87.881149,1.098231,0.084943,51397,351
-87.239485,87.881433,1.064121,0.084858,51398,351
-87.239471,87.881716,1.022703,0.102399,51399,351
-87.179023,87.085209,1.140836,0.114355,52173,445
-87.179006,87.085440,1.123536,0.120926,52174,445
-87.179518,87.096323,1.074962,0.088642,52175,444
-87.175528,87.054536,1.164313,0.117048,52243,449
-87.175462,87.054918,1.047556,0.102232,52246,449
-87.175441,87.055045,1.064813,0.067610,52247,449
-87.175419,87.055170,1.118260,0.095421,52248,449
-87.175396,87.055275,1.111085,0.119688,52249,449
-87.175738,87.066718,1.274588,0.120725,52257,448
-87.175212,87.056115,1.171317,0.117597,52257,449
-87.176241,87.077429,1.129719,0.096361,52258,447
-87.175715,87.066825,1.244713,0.116800,52258,448
-87.175189,87.056220,1.160028,0.097914,52258,449
-87.176218,87.077537,1.101810,0.074347,52259,447
-87.175692,87.066931,1.232003,0.122434,52259,448
-87.175166,87.056325,1.161273,0.094556,52259,449
-87.176196,87.077645,1.099882,0.071821,52260,447
-87.175669,87.067037,1.232195,0.124858,52260,448
-87.175143,87.056430,1.159058,0.100310,52260,449
-87.176173,87.077752,1.137138,0.089486,52261,447
-87.175646,87.067144,1.243674,0.124370,52261,448
-87.175120,87.056535,1.134071,0.104134,52261,449
-87.176150,87.077860,1.212759,0.115888,52262,447
-87.176036,87.078399,1.290945,0.127965,52267,447
-87.176013,87.078507,1.279936,0.126369,52268,447
-87.175990,87.078614,1.234676,0.118607,52269,447
-87.175967,87.078722,1.138796,0.097939,52270,447
-87.175440,87.068102,1.198778,0.103006,52270,448
-87.175944,87.078830,1.100598,0.091270,52271,447
-87.175417,87.068208,1.193107,0.100765,52271,448
-87.175921,87.078938,1.116841,0.080720,52272,447
-87.175394,87.068314,1.195456,0.098340,52272,448
-87.175898,87.079045,1.162968,0.095387,52273,447
-87.175371,87.068421,1.206428,0.105165,52273,448
-87.141287,87.472061,1.048709,0.121975,54200,459
-87.141273,87.472340,1.050088,0.106179,54201,459
-87.141259,87.472618,1.080778,0.126577,54202,459
-87.144324,87.537789,1.118271,0.056335,54209,453
-87.144310,87.538069,1.083806,0.048641,54210,453
-87.143782,87.527532,1.081655,0.115069,54210,454
-87.144296,87.538349,1.123323,0.097571,54211,453
-87.143768,87.527812,1.081860,0.107750,54211,454
-87.143754,87.528092,1.085939,0.110447,54212,454
-87.143740,87.528372,1.098753,0.112622,54213,454
-87.143726,87.528652,1.182872,0.116872,54214,454
-87.148717,87.673753,1.076785,0.117475,54292,443
-87.148706,87.674088,1.151979,0.100511,54293,443
-87.148694,87.674424,1.212111,0.113524,54294,443
-87.148683,87.674760,1.209657,0.126012,54295,443
-87.148533,87.679662,1.015372,0.129843,54309,443
-87.149250,87.718081,1.071752,0.122451,54351,441
-87.149208,87.719488,1.115307,0.115620,54355,441
-87.149197,87.719840,1.101367,0.085194,54356,441
-87.149186,87.720191,1.136906,0.085369,54357,441
-87.149176,87.720543,1.194205,0.100004,54358,441
-87.149165,87.720895,1.240572,0.119839,54359,441
-87.149154,87.721239,1.219920,0.115650,54360,441
-87.149143,87.721573,1.215029,0.111665,54361,441
-87.149131,87.721907,1.218706,0.118349,54362,441
-87.149120,87.722242,1.187094,0.114285,54363,441
-87.149108,87.722576,1.181327,0.117063,54364,441
-87.146749,87.802196,1.097084,0.116314,54589,440
-87.146734,87.802450,1.024490,0.118649,54590,440
-87.142529,87.738297,1.066923,0.127976,54628,446
-87.142514,87.738564,1.080534,0.129584,54629,446
-87.142499,87.738831,1.078210,0.112253,54630,446
-87.142485,87.739098,1.097307,0.091947,54631,446
-87.142470,87.739365,1.097097,0.089127,54632,446
-87.142455,87.739632,1.042013,0.056355,54633,446
-87.143043,87.752174,1.110230,0.115849,54634,445
-87.142441,87.739899,1.035952,0.023383,54634,446
-87.143028,87.752438,1.089090,0.110768,54635,445
-87.142426,87.740166,1.039307,0.019402,54635,446
-87.143013,87.752702,1.039097,0.106739,54636,445
-87.142411,87.740433,1.000372,0.010345,54636,446
-87.142998,87.752966,1.027490,0.105693,54637,445
-87.142396,87.740700,1.025507,0.033366,54637,446
-87.142983,87.753230,1.032593,0.102307,54638,445
-87.142382,87.740967,1.059300,0.037507,54638,446
-87.141780,87.728705,1.091724,0.116046,54638,447
-87.142969,87.753494,1.013656,0.081017,54639,445
-87.142367,87.741234,1.034100,0.054210,54639,446
-87.141765,87.728975,1.056579,0.094819,54639,447
-87.142954,87.753758,1.033407,0.061723,54640,445
-87.142352,87.741501,1.046161,0.101358,54640,446
-87.141751,87.729244,1.057919,0.096061,54640,447
-87.142939,87.754022,1.080502,0.087437,54641,445
-87.141736,87.729514,1.100226,0.118855,54641,447
-87.142924,87.754287,1.103044,0.118887,54642,445
-87.142865,87.755343,1.222297,0.118758,54646,445
-87.142850,87.755607,1.180398,0.089796,54647,445
-87.142835,87.755871,1.153681,0.072228,54648,445
-87.142820,87.756136,1.131688,0.063864,54649,445
-87.142805,87.756401,1.126132,0.065792,54650,445
-87.142790,87.756665,1.089996,0.057724,54651,445
-87.142776,87.756930,1.036371,0.041772,54652,445
-87.142176,87.744707,1.251387,0.119340,54652,446
-87.142761,87.757194,1.004846,0.018978,54653,445
-87.142161,87.744975,1.196477,0.106604,54653,446
-87.142147,87.745242,1.066771,0.114247,54654,446
-87.142672,87.758781,1.051715,0.114798,54659,445
-87.142657,87.759046,1.129413,0.110978,54660,445
-87.142642,87.759310,1.171779,0.125200,54661,445
-87.338019,92.543504,1.222097,0.114332,55201,25
-87.338001,92.543686,1.160180,0.108995,55202,25
-87.337606,92.536839,1.125234,0.123420,55207,26
-87.337588,92.537021,1.025027,0.109165,55208,26
-87.154951,88.643123,1.084951,0.115398,55765,390
-87.155410,88.653993,1.085502,0.127395,55767,389
-87.155277,88.655832,1.084926,0.124592,55775,389
-87.155261,88.656062,1.065165,0.099328,55776,389
-87.155244,88.656292,1.055575,0.079736,55777,389
-87.155228,88.656523,1.068215,0.075301,55778,389
-87.155211,88.656753,1.077381,0.082255,55779,389
-87.155195,88.656983,1.089279,0.088006,55780,389
-87.155178,88.657213,1.018068,0.105885,55781,389
